ds,form,year,varname,irn
ICPSR_22500,6,2007,v2101,24770
ICPSR_22500,7,2007,v3101,24770
ICPSR_22500,8,2007,v4101,24770
ICPSR_25422,1,2008,v1101,24770
ICPSR_25422,2,2008,v2101,24770
ICPSR_25422,3,2008,v3101,24770
ICPSR_25422,4,2008,v4101,24770
ICPSR_25422,5,2008,v1101,24770
ICPSR_25422,6,2008,v2101,24770
ICPSR_25422,7,2008,v3101,24770
ICPSR_25422,8,2008,v4101,24770
ICPSR_28402,1,2009,v1101,24770
ICPSR_28402,2,2009,v2101,24770
ICPSR_28402,3,2009,v3101,24770
ICPSR_28402,4,2009,v4101,24770
ICPSR_28402,5,2009,v1101,24770
ICPSR_28402,6,2009,v2101,24770
ICPSR_28402,7,2009,v3101,24770
ICPSR_28402,8,2009,v4101,24770
ICPSR_30984,1,2010,v1101,24770
ICPSR_30984,2,2010,v2101,24770
ICPSR_30984,3,2010,v3101,24770
ICPSR_30984,4,2010,v4101,24770
ICPSR_30984,5,2010,v1101,24770
ICPSR_30984,6,2010,v2101,24770
ICPSR_30984,7,2010,v3101,24770
ICPSR_30984,8,2010,v4101,24770
ICPSR_33902,1,2011,v1101,24770
ICPSR_33902,2,2011,v2101,24770
ICPSR_33902,3,2011,v3101,24770
ICPSR_33902,4,2011,v4101,24770
ICPSR_33902,5,2011,v1101,24770
ICPSR_33902,6,2011,v2101,24770
ICPSR_33902,7,2011,v3101,24770
ICPSR_33902,8,2011,v4101,24770
ICPSR_34574,1,2012,v7301,24770
ICPSR_35166,1,2013,v7301,24770
ICPSR_36149,1,2014,v7301,24770
ICPSR_36407,1,2015,v7301,24770
ICPSR_36799,1,2016,v7301,24770
ICPSR_37183,1,2017,v7301,24770
ICPSR_37415,1,2018,v7301,24770
ICPSR_37842,1,2019,v7301,24770
ICPSR_38189,1,2020,v7301,24770
ICPSR_38502,1,2021,v7301,24770
ICPSR_38883,1,2022,v7301,24770
ICPSR_39171,1,2023,v7301,24770
ICPSR_02521,1,1991,v1101,24770
ICPSR_02521,2,1991,v2101,24770
ICPSR_02521,3,1991,v1101,24770
ICPSR_02521,4,1991,v2101,24770
ICPSR_02522,1,1992,v1101,24770
ICPSR_02522,2,1992,v2101,24770
ICPSR_02522,3,1992,v1101,24770
ICPSR_02522,4,1992,v2101,24770
ICPSR_02523,1,1993,v1101,24770
ICPSR_02523,2,1993,v2101,24770
ICPSR_02523,3,1993,v1101,24770
ICPSR_02523,4,1993,v2101,24770
ICPSR_02475,1,1994,v1101,24770
ICPSR_02475,2,1994,v2101,24770
ICPSR_02475,3,1994,v1101,24770
ICPSR_02475,4,1994,v2101,24770
ICPSR_02390,1,1995,v1101,24770
ICPSR_02390,2,1995,v2101,24770
ICPSR_02390,3,1995,v1101,24770
ICPSR_02390,4,1995,v2101,24770
ICPSR_02350,1,1996,v1101,24770
ICPSR_02350,2,1996,v2101,24770
ICPSR_02350,3,1996,v1101,24770
ICPSR_02350,4,1996,v2101,24770
ICPSR_02476,1,1997,v1101,24770
ICPSR_02476,2,1997,v2101,24770
ICPSR_02476,5,1997,v1101,24770
ICPSR_02476,6,1997,v2101,24770
ICPSR_02752,1,1998,v1101,24770
ICPSR_02752,2,1998,v2101,24770
ICPSR_02752,5,1998,v1101,24770
ICPSR_02752,6,1998,v2101,24770
ICPSR_02940,1,1999,v1101,24770
ICPSR_02940,2,1999,v2101,24770
ICPSR_02940,5,1999,v1101,24770
ICPSR_02940,6,1999,v2101,24770
ICPSR_03183,1,2000,v1101,24770
ICPSR_03183,2,2000,v2101,24770
ICPSR_03183,5,2000,v1101,24770
ICPSR_03183,6,2000,v2101,24770
ICPSR_03426,1,2001,v1101,24770
ICPSR_03426,2,2001,v2101,24770
ICPSR_03426,5,2001,v1101,24770
ICPSR_03426,6,2001,v2101,24770
ICPSR_03752,1,2002,v1276,25860
ICPSR_03752,2,2002,v2280,25860
ICPSR_03752,3,2002,v3282,25860
ICPSR_03752,4,2002,v4282,25860
ICPSR_03752,5,2002,v1276,25860
ICPSR_03752,6,2002,v2280,25860
ICPSR_03752,7,2002,v3282,25860
ICPSR_03752,8,2002,v4282,25860
ICPSR_04018,1,2003,v1276,25860
ICPSR_04018,2,2003,v2280,25860
ICPSR_04018,3,2003,v3282,25860
ICPSR_04018,4,2003,v4282,25860
ICPSR_04018,5,2003,v1276,25860
ICPSR_04018,6,2003,v2280,25860
ICPSR_04018,7,2003,v3282,25860
ICPSR_04018,8,2003,v4282,25860
ICPSR_04263,1,2004,v1277,25860
ICPSR_04263,2,2004,v2281,25860
ICPSR_04263,3,2004,v3283,25860
ICPSR_04263,4,2004,v4283,25860
ICPSR_04263,5,2004,v1277,25860
ICPSR_04263,6,2004,v2281,25860
ICPSR_04263,7,2004,v3283,25860
ICPSR_04263,8,2004,v4283,25860
ICPSR_04537,1,2005,v1277,25860
ICPSR_04537,2,2005,v2281,25860
ICPSR_04537,3,2005,v3283,25860
ICPSR_04537,4,2005,v4283,25860
ICPSR_04537,5,2005,v1277,25860
ICPSR_04537,6,2005,v2281,25860
ICPSR_04537,7,2005,v3283,25860
ICPSR_04537,8,2005,v4283,25860
ICPSR_20180,1,2006,v1290,25860
ICPSR_20180,2,2006,v2281,25860
ICPSR_20180,3,2006,v3283,25860
ICPSR_20180,4,2006,v4283,25860
ICPSR_20180,5,2006,v1290,25860
ICPSR_20180,6,2006,v2281,25860
ICPSR_20180,7,2006,v3283,25860
ICPSR_20180,8,2006,v4283,25860
ICPSR_22500,1,2007,v1290,25860
ICPSR_22500,2,2007,v2281,25860
ICPSR_22500,3,2007,v3283,25860
ICPSR_22500,4,2007,v4283,25860
ICPSR_22500,5,2007,v1290,25860
ICPSR_22500,6,2007,v2281,25860
ICPSR_22500,7,2007,v3283,25860
ICPSR_22500,8,2007,v4283,25860
ICPSR_25422,1,2008,v1290,25860
ICPSR_25422,2,2008,v2281,25860
ICPSR_25422,3,2008,v3283,25860
ICPSR_25422,4,2008,v4283,25860
ICPSR_25422,5,2008,v1290,25860
ICPSR_25422,6,2008,v2281,25860
ICPSR_25422,7,2008,v3283,25860
ICPSR_25422,8,2008,v4283,25860
ICPSR_28402,1,2009,v1290,25860
ICPSR_28402,2,2009,v2282,25860
ICPSR_28402,3,2009,v3283,25860
ICPSR_28402,4,2009,v4284,25860
ICPSR_28402,5,2009,v1290,25860
ICPSR_28402,6,2009,v2282,25860
ICPSR_28402,7,2009,v3283,25860
ICPSR_28402,8,2009,v4284,25860
ICPSR_30984,1,2010,v1297,25860
ICPSR_30984,2,2010,v2282,25860
ICPSR_30984,3,2010,v3283,25860
ICPSR_30984,4,2010,v4284,25860
ICPSR_30984,5,2010,v1297,25860
ICPSR_30984,6,2010,v2282,25860
ICPSR_30984,7,2010,v3283,25860
ICPSR_30984,8,2010,v4284,25860
ICPSR_33902,1,2011,v1297,25860
ICPSR_33902,2,2011,v2282,25860
ICPSR_33902,3,2011,v3283,25860
ICPSR_33902,4,2011,v4284,25860
ICPSR_33902,5,2011,v1297,25860
ICPSR_33902,6,2011,v2282,25860
ICPSR_33902,7,2011,v3283,25860
ICPSR_33902,8,2011,v4284,25860
ICPSR_34574,1,2012,v7254,25860
ICPSR_35166,1,2013,v7254,25860
ICPSR_36149,1,2014,v7254,25860
ICPSR_36407,1,2015,v7254,25860
ICPSR_36799,1,2016,v7254,25860
ICPSR_37183,1,2017,v7254,25860
ICPSR_37415,1,2018,v7254,25860
ICPSR_37842,1,2019,v7254,25860
ICPSR_38189,1,2020,v7254,25860
ICPSR_38502,1,2021,v7254,25860
ICPSR_38883,1,2022,v7254,25860
ICPSR_39171,1,2023,v7254,25860
ICPSR_02522,1,1992,v1269,25860
ICPSR_02522,2,1992,v2268,25860
ICPSR_02522,3,1992,v1269,25860
ICPSR_02522,4,1992,v2268,25860
ICPSR_02523,1,1993,v1270,25860
ICPSR_02523,2,1993,v2271,25860
ICPSR_02523,3,1993,v1270,25860
ICPSR_02523,4,1993,v2271,25860
ICPSR_02475,1,1994,v1271,25860
ICPSR_02475,2,1994,v2271,25860
ICPSR_02475,3,1994,v1271,25860
ICPSR_02475,4,1994,v2271,25860
ICPSR_02390,1,1995,v1277,25860
ICPSR_02390,2,1995,v2272,25860
ICPSR_02390,3,1995,v1277,25860
ICPSR_02390,4,1995,v2272,25860
ICPSR_02350,1,1996,v1279,25860
ICPSR_02350,2,1996,v2277,25860
ICPSR_02350,3,1996,v1279,25860
ICPSR_02350,4,1996,v2277,25860
ICPSR_02476,1,1997,v1279,25860
ICPSR_02476,2,1997,v2277,25860
ICPSR_02476,3,1997,v3279,25860
ICPSR_02476,4,1997,v4279,25860
ICPSR_02476,5,1997,v1279,25860
ICPSR_02476,6,1997,v2277,25860
ICPSR_02476,7,1997,v3279,25860
ICPSR_02476,8,1997,v4279,25860
ICPSR_02752,1,1998,v1277,25860
ICPSR_02752,2,1998,v2277,25860
ICPSR_02752,3,1998,v3279,25860
ICPSR_02752,4,1998,v4279,25860
ICPSR_02752,5,1998,v1277,25860
ICPSR_02752,6,1998,v2277,25860
ICPSR_02752,7,1998,v3279,25860
ICPSR_02752,8,1998,v4279,25860
ICPSR_02940,1,1999,v1277,25860
ICPSR_02940,2,1999,v2277,25860
ICPSR_02940,3,1999,v3280,25860
ICPSR_02940,4,1999,v4280,25860
ICPSR_02940,5,1999,v1277,25860
ICPSR_02940,6,1999,v2277,25860
ICPSR_02940,7,1999,v3280,25860
ICPSR_02940,8,1999,v4280,25860
ICPSR_03183,1,2000,v1277,25860
ICPSR_03183,2,2000,v2277,25860
ICPSR_03183,3,2000,v3280,25860
ICPSR_03183,4,2000,v4280,25860
ICPSR_03183,5,2000,v1277,25860
ICPSR_03183,6,2000,v2277,25860
ICPSR_03183,7,2000,v3280,25860
ICPSR_03183,8,2000,v4280,25860
ICPSR_03426,1,2001,v1276,25860
ICPSR_03426,2,2001,v2280,25860
ICPSR_03426,3,2001,v3280,25860
ICPSR_03426,4,2001,v4280,25860
ICPSR_03426,5,2001,v1276,25860
ICPSR_03426,6,2001,v2280,25860
ICPSR_03426,7,2001,v3280,25860
ICPSR_03426,8,2001,v4280,25860
ICPSR_37415,1,2018,v7682,34700
ICPSR_37416,1,2018,v3621,34700
ICPSR_37841,1,2019,v3621,34700
ICPSR_37842,1,2019,v7682,34700
ICPSR_38156,1,2020,v3621,34700
ICPSR_38189,1,2020,v7682,34700
ICPSR_38502,1,2021,v7682,34700
ICPSR_38503,1,2021,v3621,34700
ICPSR_38882,1,2022,v3621,34700
ICPSR_38883,1,2022,v7682,34700
ICPSR_39171,1,2023,v7682,34700
ICPSR_39172,4,2023,v3621,34700
ICPSR_37415,1,2018,v7685,34730
ICPSR_37416,1,2018,v3624,34730
ICPSR_37841,1,2019,v3624,34730
ICPSR_37842,1,2019,v7685,34730
ICPSR_38156,1,2020,v3624,34730
ICPSR_38189,1,2020,v7685,34730
ICPSR_38502,1,2021,v7685,34730
ICPSR_38503,1,2021,v3624,34730
ICPSR_38882,1,2022,v3624,34730
ICPSR_38883,1,2022,v7685,34730
ICPSR_39171,1,2023,v7685,34730
ICPSR_39172,4,2023,v3624,34730
ICPSR_37415,1,2018,v7689,34770
ICPSR_37416,1,2018,v3628,34770
ICPSR_37416,1,2018,v4466,34770
ICPSR_37841,1,2019,v3628,34770
ICPSR_37841,1,2019,v4466,34770
ICPSR_37842,1,2019,v7689,34770
ICPSR_38156,1,2020,v3628,34770
ICPSR_38156,1,2020,v4466,34770
ICPSR_38189,1,2020,v7689,34770
ICPSR_38502,1,2021,v7689,34770
ICPSR_38503,1,2021,v3628,34770
ICPSR_38503,1,2021,v4466,34770
ICPSR_38882,1,2022,v3628,34770
ICPSR_38882,1,2022,v4466,34770
ICPSR_38883,1,2022,v7689,34770
ICPSR_39171,1,2023,v7689,34770
ICPSR_39172,4,2023,v3628,34770
ICPSR_39172,5,2023,v4466,34770
ICPSR_37415,1,2018,v7690,34780
ICPSR_37416,1,2018,v3629,34780
ICPSR_37416,1,2018,v4467,34780
ICPSR_37841,1,2019,v3629,34780
ICPSR_37841,1,2019,v4467,34780
ICPSR_37842,1,2019,v7690,34780
ICPSR_38156,1,2020,v3629,34780
ICPSR_38156,1,2020,v4467,34780
ICPSR_38189,1,2020,v7690,34780
ICPSR_38502,1,2021,v7690,34780
ICPSR_38503,1,2021,v3629,34780
ICPSR_38503,1,2021,v4467,34780
ICPSR_38882,1,2022,v3629,34780
ICPSR_38882,1,2022,v4467,34780
ICPSR_38883,1,2022,v7690,34780
ICPSR_39171,1,2023,v7690,34780
ICPSR_39172,4,2023,v3629,34780
ICPSR_39172,5,2023,v4467,34780
