year,variable,value,question,N,low,pct,upp
2010,religimp,No,eqpay,1820,0.659457173523511,0.68498864079941,0.710520108075309
2010,religimp,No,jobop,1820,0.523871626148309,0.550886127822772,0.577900629497234
2010,religimp,Yes,eqpay,2064,0.68294626344114,0.705467832365336,0.727989401289531
2010,religimp,Yes,jobop,2064,0.521860034702291,0.546394169301419,0.570928303900548
2011,religimp,No,eqpay,1810,0.663180411873539,0.687764629160574,0.712348846447609
2011,religimp,No,jobop,1810,0.555136164808486,0.581274913030123,0.60741366125176
2011,religimp,Yes,eqpay,2144,0.669977915858107,0.692714253895046,0.715450591931984
2011,religimp,Yes,jobop,2144,0.520705055323275,0.545270955175892,0.569836855028509
2012,religimp,No,eqpay,1596,0.666464971801782,0.693055374376535,0.719645776951289
2012,religimp,No,jobop,1596,0.499298270838374,0.528451321255323,0.557604371672272
2012,religimp,Yes,eqpay,2013,0.689331186695801,0.712326723599811,0.73532226050382
2012,religimp,Yes,jobop,2013,0.519681613062736,0.545117793641493,0.570553974220251
2013,religimp,No,eqpay,1482,0.665706574397705,0.693933595344122,0.722160616290538
2013,religimp,No,jobop,1482,0.523515985106945,0.553413764462877,0.58331154381881
2013,religimp,Yes,eqpay,1734,0.664954970734204,0.690991322403476,0.717027674072749
2013,religimp,Yes,jobop,1734,0.499896594402433,0.527671399633551,0.55544620486467
2014,religimp,No,eqpay,1482,0.721456519670226,0.747505419321906,0.773554318973586
2014,religimp,No,jobop,1482,0.59992581073395,0.628885856746393,0.657845902758837
2014,religimp,Yes,eqpay,1910,0.686085563663416,0.710346737664626,0.734607911665835
2014,religimp,Yes,jobop,1910,0.557463675718651,0.583857451934253,0.610251228149855
2015,religimp,No,eqpay,1720,0.687078523421724,0.712615817818877,0.738153112216029
2015,religimp,No,jobop,1720,0.612921935014327,0.639573909890551,0.666225884766774
2015,religimp,Yes,eqpay,1992,0.681579329867656,0.70500011593405,0.728420902000444
2015,religimp,Yes,jobop,1992,0.562338344054101,0.587625208392666,0.61291207273123
2016,religimp,No,eqpay,1680,0.697319778883727,0.723053641892108,0.748787504900489
2016,religimp,No,jobop,1680,0.603822001236208,0.631596140747912,0.659370280259617
2016,religimp,Yes,eqpay,1993,0.66230537073628,0.687234861076301,0.712164351416322
2016,religimp,Yes,jobop,1993,0.557839282778249,0.584200208941046,0.610561135103844
2017,religimp,No,eqpay,1594,0.71094860615359,0.737268898508158,0.763589190862726
2017,religimp,No,jobop,1594,0.631482325943355,0.65966864839633,0.687854970849305
2017,religimp,Yes,eqpay,1809,0.678581567577884,0.703548152997473,0.728514738417062
2017,religimp,Yes,jobop,1809,0.576107972152946,0.603139156224721,0.630170340296496
2018,religimp,No,eqpay,1769,0.723329544440579,0.747884534239894,0.772439524039209
2018,religimp,No,jobop,1769,0.630013911283258,0.657708928869644,0.685403946456029
2018,religimp,Yes,eqpay,1771,0.688038819756175,0.714457308399899,0.740875797043622
2018,religimp,Yes,jobop,1771,0.565898259649789,0.594900380218967,0.623902500788145
2019,religimp,No,eqpay,1884,0.669805967878358,0.695783401020527,0.721760834162696
2019,religimp,No,jobop,1884,0.572869096227722,0.60039481092092,0.627920525614118
2019,religimp,Yes,eqpay,1578,0.642737148713724,0.670915685265411,0.699094221817099
2019,religimp,Yes,jobop,1578,0.548225837675059,0.577652989535186,0.607080141395312
2020,religimp,No,eqpay,602,0.639286734855671,0.690000321475091,0.740713908094511
2020,religimp,No,jobop,602,0.520720789761679,0.573658318093412,0.626595846425144
2020,religimp,Yes,eqpay,495,0.594668547390199,0.647698292667547,0.700728037944896
2020,religimp,Yes,jobop,495,0.43435067301362,0.48932697789893,0.544303282784241
2021,religimp,No,eqpay,1407,0.617044459806507,0.649022570424206,0.681000681041906
2021,religimp,No,jobop,1407,0.521574130787251,0.554638647766378,0.587703164745506
2021,religimp,Yes,eqpay,1257,0.567787837723743,0.60149985150954,0.635211865295337
2021,religimp,Yes,jobop,1257,0.448868367977345,0.482617014844698,0.516365661712052
2022,religimp,No,eqpay,1433,0.640591524358494,0.671595981998191,0.702600439637889
2022,religimp,No,jobop,1433,0.524334234343497,0.557128175558033,0.58992211677257
2022,religimp,Yes,eqpay,1185,0.562900031529832,0.598021591129266,0.6331431507287
2022,religimp,Yes,jobop,1185,0.417664813600195,0.453209126304768,0.48875343900934
2023,religimp,No,eqpay,940,0.602464240766702,0.642556174509134,0.682648108251566
2023,religimp,No,jobop,940,0.479145029293302,0.520946893790102,0.562748758286903
2023,religimp,Yes,eqpay,930,0.460271100728094,0.504967046814325,0.549662992900557
2023,religimp,Yes,jobop,930,0.336475841835795,0.378420101066985,0.420364360298175
